ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,OVERDUE_STATUS,APPROVED
5008995,M,N,Y,0,154300.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-17592,-12522,1,1,1,0,Laborers,2,41,1,1
5008996,M,Y,N,2,96500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22526,365243,1,0,1,0,,4,8,0,0
5008997,F,N,N,1,159800.0,Working,Higher education,Married,House / apartment,-15626,-8127,1,1,1,1,Drivers,2,58,0,0
5008998,M,N,Y,0,110600.0,State servant,Higher education,Single / not married,House / apartment,-11570,-11683,1,0,0,0,HR staff,2,60,0,0
5008999,M,N,N,0,264500.0,State servant,Secondary / secondary special,Single / not married,Rented apartment,-14754,-287,1,1,0,0,Cooking staff,2,12,0,1
5009000,F,N,N,1,228800.0,Working,Secondary / secondary special,Widow,House / apartment,-13397,-10389,1,0,0,0,Medicine staff,3,13,0,1
5009001,F,Y,Y,0,,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8666,-4432,1,0,1,0,Accountants,2,22,0,1
5009002,M,N,Y,0,39000.0,Student,Incomplete higher,Married,House / apartment,-8790,-1770,1,0,1,0,Laborers,1,57,0,1
5009003,M,Y,Y,0,201300.0,Working,Higher education,Single / not married,House / apartment,-18113,-11423,1,0,0,0,Laborers,2,29,0,1
5009004,F,Y,Y,1,325600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17161,-11857,1,0,0,0,Cleaning staff,3,30,0,0
5009005,F,N,N,0,198300.0,Working,Secondary / secondary special,Married,House / apartment,-17472,-2091,1,0,1,0,Drivers,2,35,0,1
5009006,F,Y,Y,0,80100.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10963,-8613,1,0,1,0,High skill tech staff,1,32,0,0
5009007,M,N,N,0,89500.0,Working,Lower secondary,Married,With parents,-9051,-12056,1,1,1,1,Laborers,1,55,0,1
5009008,M,Y,N,0,104100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21191,365243,1,0,0,0,,2,13,0,0
5009009,M,Y,Y,0,199900.0,Working,Secondary / secondary special,Married,House / apartment,-9734,-7401,1,0,1,0,Drivers,1,45,0,1
5009010,M,Y,N,0,150400.0,Working,Higher education,Married,House / apartment,-21927,-3970,1,0,1,0,Laborers,2,48,0,1
5009011,F,Y,Y,0,162300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15196,-5109,1,0,0,0,Security staff,2,35,2,0
5009012,M,N,N,1,213200.0,Working,Higher education,Married,House / apartment,-15414,-12261,1,1,1,1,High skill tech staff,2,28,0,0
5009013,F,N,Y,0,173300.0,State servant,Secondary / secondary special,Widow,Municipal apartment,-16351,-3232,1,1,0,1,Accountants,2,56,0,0
5009014,F,N,N,1,212000.0,Working,Higher education,Single / not married,With parents,-19702,-1673,1,1,1,0,Low-skill Laborers,2,7,0,1
5009015,F,N,Y,0,118200.0,Commercial associate,Higher education,Married,House / apartment,-10765,-4618,1,1,0,0,Waiters/barmen staff,1,38,3,1
5009016,M,N,Y,0,99100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9565,-5211,1,0,0,1,Secretaries,2,5,1,1
5009017,F,N,Y,0,114500.0,Working,Incomplete higher,Separated,House / apartment,-20995,-887,1,0,0,0,Accountants,2,34,0,0
5009018,F,Y,N,0,260900.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9170,365243,1,0,1,0,,2,14,0,1
5009019,F,Y,N,0,147500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19323,365243,1,0,1,0,,2,9,0,0
5009020,M,N,N,0,236600.0,Commercial associate,Higher education,Married,House / apartment,-8407,-13423,1,0,1,0,Managers,2,1,0,1
5009021,M,N,Y,2,216800.0,Commercial associate,Higher education,Married,House / apartment,-11239,-3801,1,0,1,0,High skill tech staff,4,56,0,1
5009022,F,N,N,2,217800.0,Working,Secondary / secondary special,Married,House / apartment,-18157,-4130,1,0,0,0,IT staff,4,19,0,0
5009023,M,N,N,0,104600.0,Working,Secondary / secondary special,Married,House / apartment,-20761,-12436,1,1,1,0,Sales staff,1,45,0,0
5009024,M,Y,Y,1,208500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-9044,-6300,1,0,0,0,Sales staff,2,50,0,1
5009025,F,N,Y,1,100100.0,State servant,Secondary / secondary special,Married,With parents,-17035,-2008,1,0,1,0,Managers,3,1,0,1
5009026,F,Y,Y,1,119200.0,Working,Higher education,Married,With parents,-7739,-8716,1,0,0,1,Accountants,3,26,0,1
5009027,F,N,N,0,171000.0,Working,Higher education,Separated,With parents,-12546,-6807,1,1,0,0,HR staff,2,42,0,1
5009028,M,Y,Y,0,255200.0,Working,Secondary / secondary special,Married,House / apartment,-21373,-7854,1,0,1,1,Cooking staff,2,34,1,1
5009029,F,Y,Y,1,84700.0,Pensioner,Higher education,Married,With parents,-21142,-10430,1,0,1,0,Security staff,3,15,0,1
5009030,M,N,N,0,86900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15912,-13276,1,0,1,0,Sales staff,2,53,1,1
5009031,F,Y,N,1,120400.0,Working,Secondary / secondary special,Married,Rented apartment,-15786,365243,1,0,0,0,,2,8,0,0
5009032,F,N,Y,1,138400.0,State servant,Secondary / secondary special,Single / not married,With parents,-10711,-11643,1,0,0,1,Waiters/barmen staff,2,60,0,0
5009033,M,N,N,0,264700.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14715,-3278,1,0,1,0,Cleaning staff,1,13,0,0
5009034,M,Y,Y,0,181700.0,State servant,Higher education,Married,House / apartment,-9373,-12877,1,0,0,0,Managers,1,37,0,1
5009035,M,Y,N,2,169400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7747,-13871,1,1,1,0,Accountants,3,13,0,0
5009036,F,N,Y,1,171100.0,Working,Incomplete higher,Married,House / apartment,-11677,-1560,1,0,0,0,Cleaning staff,3,37,0,1
5009037,F,N,Y,0,279000.0,Working,Secondary / secondary special,Separated,House / apartment,-21065,-13648,1,0,0,1,IT staff,2,49,0,1
5009038,F,N,N,0,164900.0,Working,Secondary / secondary special,Married,House / apartment,-14316,-5837,1,0,1,0,Cleaning staff,1,50,0,1
5009039,F,Y,Y,1,211600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12259,365243,1,0,0,0,,2,56,0,1
5009040,F,N,N,1,154500.0,Working,Higher education,Separated,House / apartment,-9223,-9081,1,1,1,1,Core staff,3,38,1,1
5009041,F,N,Y,2,223900.0,Working,Secondary / secondary special,Married,House / apartment,-12254,-6709,1,0,0,0,HR staff,3,28,0,1
5009042,M,N,Y,0,187700.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-14781,-7215,1,0,0,0,Low-skill Laborers,2,52,0,1
5009043,M,Y,N,1,156600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21061,-4874,1,0,0,0,Medicine staff,3,10,0,0
5009044,F,Y,Y,0,247000.0,Working,Higher education,Married,Municipal apartment,-9932,-5018,1,0,0,0,IT staff,2,30,0,1
5009045,F,N,N,0,145800.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-9062,-5491,1,0,0,0,Waiters/barmen staff,1,58,0,0
5009046,M,N,N,1,165900.0,Working,Lower secondary,Civil marriage,House / apartment,-8678,365243,1,0,0,0,,3,12,0,0
5009047,F,Y,Y,0,117400.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-22725,-11366,1,0,0,0,Waiters/barmen staff,2,51,2,0
5009048,F,N,Y,0,147500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23296,-2108,1,0,1,0,Laborers,2,30,0,1
5009049,F,Y,Y,1,137900.0,Working,Incomplete higher,Married,Rented apartment,-13053,365243,1,0,0,0,,3,49,0,0
5009050,F,Y,Y,1,116400.0,State servant,Secondary / secondary special,Married,Co-op apartment,-12892,-6969,1,0,1,1,Secretaries,3,33,0,0
5009051,M,Y,Y,1,109900.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-12965,-12922,1,0,0,0,Core staff,3,21,2,1
5009052,M,Y,Y,1,70100.0,Student,Higher education,Single / not married,House / apartment,-9125,-1683,1,1,0,0,Core staff,3,46,0,1
5009053,M,Y,N,1,140800.0,Working,Secondary / secondary special,Married,Municipal apartment,-18940,-6172,1,0,1,0,Waiters/barmen staff,3,30,0,1
5009054,F,Y,Y,0,93400.0,Working,Secondary / secondary special,Separated,House / apartment,-23610,-4202,1,0,1,0,Low-skill Laborers,1,34,0,1
5009055,F,Y,N,0,119600.0,Working,Secondary / secondary special,Married,House / apartment,-13154,-10218,1,0,0,1,Secretaries,2,60,0,1
5009056,F,N,Y,0,191000.0,Pensioner,Higher education,Married,House / apartment,-11591,-1736,1,0,1,0,IT staff,2,50,0,1
5009057,M,N,Y,2,214600.0,Working,Higher education,Married,Municipal apartment,-11765,-10907,1,0,1,0,Drivers,4,16,0,1
5009058,M,N,Y,0,119700.0,Working,Higher education,Separated,House / apartment,-11500,-14589,1,0,1,0,Laborers,2,23,0,1
5009059,F,Y,Y,0,,Student,Academic degree,Married,House / apartment,-10285,-4981,1,0,0,0,Realty agents,2,55,0,1
5009060,F,N,N,0,164900.0,Working,Higher education,Married,House / apartment,-19349,-4633,1,0,0,1,Security staff,1,48,0,1
5009061,M,Y,Y,0,323500.0,Working,Secondary / secondary special,Married,House / apartment,-12795,-13343,1,1,0,0,Security staff,2,25,2,0
5009062,M,N,N,1,131000.0,Pensioner,Higher education,Single / not married,House / apartment,-15703,-3959,1,0,0,1,Waiters/barmen staff,2,15,1,0
5009063,F,N,N,0,,Working,Higher education,Married,House / apartment,-23238,-7568,1,0,1,1,Secretaries,1,32,0,1
5009064,M,Y,Y,1,297400.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14210,-1971,1,1,0,1,Low-skill Laborers,3,38,0,1
5009065,F,Y,N,0,273600.0,Working,Higher education,Married,House / apartment,-9778,-7302,1,0,0,0,Cooking staff,2,17,0,0
5009066,M,N,N,0,152300.0,Working,Secondary / secondary special,Married,House / apartment,-10932,-12009,1,0,1,0,Medicine staff,2,3,0,1
5009067,M,N,Y,0,268200.0,Working,Secondary / secondary special,Widow,House / apartment,-22821,-407,1,1,0,1,Core staff,2,22,0,1
5009068,F,N,N,0,93800.0,Pensioner,Higher education,Married,Co-op apartment,-19106,-11249,1,0,0,1,HR staff,2,33,0,1
5009069,M,N,Y,0,157200.0,Working,Secondary / secondary special,Separated,House / apartment,-17094,-12060,1,0,0,1,Core staff,2,57,0,0
5009070,M,N,N,1,180600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9202,-2079,1,0,1,1,Realty agents,3,5,0,0
5009071,M,Y,Y,0,79300.0,Student,Secondary / secondary special,Civil marriage,With parents,-18483,-9056,1,0,0,1,Low-skill Laborers,1,41,0,1
5009072,M,N,N,1,106100.0,Pensioner,Higher education,Married,House / apartment,-9540,365243,1,1,1,0,,3,41,2,1
5009073,M,Y,N,0,362900.0,Commercial associate,Higher education,Married,House / apartment,-20675,-3339,1,0,0,0,IT staff,1,6,2,0
5009074,M,N,N,0,234300.0,State servant,Incomplete higher,Married,House / apartment,-13233,-616,1,1,1,0,Cooking staff,1,7,0,0
5009075,M,Y,N,0,182500.0,Working,Higher education,Married,House / apartment,-8114,-4715,1,0,1,0,Secretaries,1,8,0,1
5009076,M,N,Y,0,152200.0,Commercial associate,Academic degree,Civil marriage,Rented apartment,-21447,-8482,1,0,1,1,Medicine staff,2,49,0,1
5009077,F,N,N,1,216100.0,State servant,Secondary / secondary special,Married,House / apartment,-23347,-5329,1,0,1,0,Cooking staff,3,49,0,1
5009078,F,Y,Y,0,61300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19227,-1093,1,1,0,0,HR staff,2,24,0,0
5009079,M,Y,Y,0,226700.0,Working,Higher education,Married,House / apartment,-19890,-12408,1,1,1,1,Realty agents,2,53,0,1
5009080,M,N,Y,0,85400.0,Pensioner,Higher education,Married,Municipal apartment,-14863,-11183,1,0,0,0,Medicine staff,2,55,0,0
5009081,F,N,N,1,259100.0,Working,Incomplete higher,Married,House / apartment,-20791,-11944,1,0,1,0,Cooking staff,2,55,1,0
5009082,F,N,N,1,92700.0,Working,Higher education,Civil marriage,House / apartment,-10876,-12948,1,1,1,0,Laborers,2,56,0,1
5009083,F,Y,Y,0,92200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14382,-7696,1,0,0,0,Cleaning staff,2,21,0,1
5009084,M,N,N,1,207600.0,Working,Higher education,Married,Office apartment,-22464,365243,1,0,0,0,,2,50,0,0
5009085,M,N,N,0,217900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17319,-11492,1,1,1,0,Accountants,2,46,0,0
5009086,M,Y,Y,0,140600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17342,-13227,1,0,0,0,Accountants,2,16,0,1
5009087,M,N,Y,0,159100.0,Working,Higher education,Separated,With parents,-16683,-8092,1,0,1,0,Low-skill Laborers,2,5,0,1
5009088,F,Y,N,2,240000.0,Working,Higher education,Civil marriage,House / apartment,-9934,-2861,1,1,0,0,Cooking staff,4,34,0,1
5009089,M,Y,N,0,162300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9418,-1854,1,0,0,1,Cleaning staff,1,11,0,0
5009090,M,N,Y,1,201700.0,Commercial associate,Higher education,Married,House / apartment,-8580,-11589,1,0,1,1,High skill tech staff,3,40,0,1
5009091,M,N,Y,1,181100.0,Commercial associate,Lower secondary,Separated,House / apartment,-10670,-3138,1,0,0,0,HR staff,2,2,0,1
5009092,F,Y,Y,1,93800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10549,-6641,1,1,0,0,Accountants,3,2,0,1
5009093,M,Y,Y,0,196000.0,Working,Secondary / secondary special,Separated,House / apartment,-20072,-4510,1,0,0,0,Medicine staff,2,30,0,1
5009094,F,N,Y,3,205500.0,State servant,Secondary / secondary special,Married,House / apartment,-17715,-11715,1,0,1,0,IT staff,4,38,0,0
5009095,M,N,Y,1,189500.0,Working,Secondary / secondary special,Widow,House / apartment,-15344,-3449,1,0,0,0,Cooking staff,3,8,0,1
5009096,F,N,Y,1,121700.0,Working,Secondary / secondary special,Widow,House / apartment,-13718,-7152,1,0,0,1,Secretaries,3,53,2,1
5009097,M,Y,N,0,97500.0,Student,Secondary / secondary special,Married,House / apartment,-10603,-12939,1,0,0,0,Managers,2,31,0,1
5009098,F,N,Y,2,47500.0,Working,Secondary / secondary special,Married,House / apartment,-18565,365243,1,0,1,0,,4,27,0,1
5009099,F,N,Y,0,235300.0,Working,Secondary / secondary special,Married,House / apartment,-21211,-2594,1,0,0,0,Secretaries,2,7,0,1
5009100,F,N,Y,0,193700.0,Working,Secondary / secondary special,Married,House / apartment,-17063,-4536,1,0,0,0,Drivers,1,57,0,1
5009101,F,Y,N,0,267700.0,Commercial associate,Lower secondary,Married,House / apartment,-10425,-1096,1,0,0,0,IT staff,2,12,0,1
5009102,F,Y,Y,0,130400.0,Working,Secondary / secondary special,Married,House / apartment,-15223,-11956,1,1,1,0,Core staff,2,42,0,0
5009103,F,Y,Y,1,217700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-22497,-12380,1,0,0,0,IT staff,2,4,0,1
5009104,F,N,Y,0,132300.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19463,-14245,1,0,0,1,Low-skill Laborers,1,37,0,1
5009105,M,Y,N,1,223100.0,Commercial associate,Lower secondary,Separated,Municipal apartment,-20038,-1953,1,1,1,0,Cooking staff,3,4,0,1
5009106,F,Y,Y,0,67000.0,Working,Secondary / secondary special,Married,House / apartment,-11970,-3821,1,1,0,0,Sales staff,2,58,0,1
5009107,F,N,Y,0,287900.0,Working,Higher education,Civil marriage,With parents,-20603,-24,1,0,0,1,Security staff,1,53,0,1
5009108,F,N,N,0,147300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19659,-7223,1,0,0,0,Accountants,2,46,3,1
5009109,F,Y,N,0,161900.0,State servant,Secondary / secondary special,Married,House / apartment,-15981,365243,1,0,1,0,,2,38,0,0
5009110,M,N,Y,1,186200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23488,365243,1,0,0,0,,2,33,0,0
5009111,F,N,Y,3,286100.0,Working,Higher education,Married,House / apartment,-15918,-2437,1,0,0,1,IT staff,5,11,0,1
5009112,M,Y,N,2,170200.0,Commercial associate,Higher education,Married,House / apartment,-11018,-1632,1,0,0,1,Low-skill Laborers,4,6,0,1
5009113,M,N,N,0,79300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9641,-5677,1,0,1,0,Sales staff,2,34,0,1
5009114,F,N,N,2,207600.0,State servant,Academic degree,Single / not married,House / apartment,-10362,-11332,1,0,0,1,IT staff,4,58,0,1
5009115,M,Y,N,1,267200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22839,-4484,1,0,0,0,Waiters/barmen staff,2,43,0,1
5009116,M,Y,N,1,116400.0,Working,Secondary / secondary special,Married,With parents,-16910,-9610,1,0,1,0,Secretaries,2,26,0,0
5009117,M,Y,N,0,165700.0,Pensioner,Incomplete higher,Widow,House / apartment,-13948,-13969,1,1,1,0,Cleaning staff,2,13,0,1
5009118,M,Y,Y,0,132400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12180,-933,1,1,1,0,Core staff,2,48,0,1
5009119,M,N,N,0,123400.0,Working,Higher education,Civil marriage,House / apartment,-17068,-1325,1,0,1,0,Private service staff,2,26,0,1
5009120,M,N,N,0,210900.0,Working,Higher education,Single / not married,House / apartment,-21912,-10805,1,0,0,0,Private service staff,2,8,1,1
5009121,F,N,N,0,201500.0,Working,Secondary / secondary special,Married,House / apartment,-8957,-870,1,0,0,1,Private service staff,1,41,0,0
5009122,M,Y,Y,0,174500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19184,-7051,1,0,0,0,Accountants,2,20,0,1
5009123,F,N,Y,1,136100.0,Pensioner,Lower secondary,Married,Rented apartment,-10885,-11535,1,1,0,0,Medicine staff,3,36,0,0
5009124,F,Y,N,1,219500.0,Working,Incomplete higher,Single / not married,House / apartment,-13947,-11266,1,1,0,0,Cleaning staff,3,32,0,1
5009125,F,N,N,1,158400.0,Pensioner,Academic degree,Single / not married,House / apartment,-21668,-4832,1,0,1,1,Security staff,2,35,0,1
5009126,M,Y,Y,0,186800.0,Working,Higher education,Married,House / apartment,-18629,-1499,1,0,0,0,Waiters/barmen staff,1,42,0,1
5009127,F,N,N,1,163000.0,Working,Higher education,Single / not married,Rented apartment,-14669,-8157,1,0,1,1,Low-skill Laborers,3,57,1,0
5009128,F,N,Y,0,249200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22168,-5563,1,0,0,0,Security staff,1,29,0,1
5009129,F,Y,Y,1,255000.0,Working,Higher education,Single / not married,House / apartment,-13681,-303,1,0,0,0,IT staff,2,53,0,1
5009130,F,N,N,0,280700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13041,-12719,1,0,1,0,Managers,2,30,0,1
5009131,F,N,N,1,159400.0,Working,Secondary / secondary special,Separated,Rented apartment,-11859,-14437,1,0,0,0,Medicine staff,2,56,0,0
5009132,F,N,Y,0,122300.0,Pensioner,Higher education,Separated,Municipal apartment,-21068,-510,1,0,0,0,High skill tech staff,1,48,0,1
5009133,M,N,Y,0,253300.0,State servant,Secondary / secondary special,Married,House / apartment,-23111,-9633,1,0,0,0,Cooking staff,1,43,0,1
5009134,F,Y,Y,0,227200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12988,-3746,1,1,1,1,Managers,1,34,0,1
5009135,M,N,N,0,189600.0,Working,Higher education,Single / not married,Rented apartment,-18470,-9566,1,0,0,1,Managers,2,37,0,0
5009136,F,Y,N,1,167900.0,Pensioner,Higher education,Single / not married,House / apartment,-17394,-1657,1,1,0,0,Private service staff,3,53,0,1
5009137,F,N,N,1,145800.0,Working,Secondary / secondary special,Married,Municipal apartment,-15439,-10805,1,0,0,0,Low-skill Laborers,2,14,0,1
5009138,M,Y,N,1,200700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15080,-1670,1,0,1,1,Cooking staff,2,6,1,1
5009139,F,N,Y,0,198800.0,Pensioner,Higher education,Married,House / apartment,-23211,-5257,1,0,0,1,HR staff,2,55,1,1
5009140,M,N,Y,0,221200.0,Working,Secondary / secondary special,Separated,House / apartment,-21864,-4668,1,0,0,1,Cooking staff,2,36,0,1
5009141,F,Y,N,1,360500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-16984,365243,1,1,1,0,,2,27,2,0
5009142,M,N,Y,0,174700.0,Working,Higher education,Married,House / apartment,-16585,365243,1,1,1,0,,1,58,1,0
5009143,F,N,Y,0,191700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22272,-6438,1,0,0,0,Drivers,2,16,0,1
